sid,fid,LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,distance,angle,rk,rk_count,mammal,wc_num,wc_dist,wc_type,wc_year,wc_road_n
1738,241071,2980031401,2980014600,2980014501,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,1030.652476,,44810,예산군,,44810,39,0,121.8834353,0,4,0,1491,16.04691371,1,2016,2
1739,241071,2980031401,2980014600,2980014501,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,1030.652476,,44810,예산군,,44810,39,1000,126.8555241,0,1,0,1491,15.79607452,1,2016,2
1740,241068,2970248500,2970095100,2970095300,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,1797.660011,,44800,홍성군,,44800,40,0,174.1934709,0,3,2,1536,7.937745327,1,2017,4
1741,241068,2970248500,2970095100,2970095300,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,1797.660011,,44800,홍성군,,44800,40,1000,174.0968539,0,7,2,1536,7.439750825,1,2017,4
1742,287677,3010281500,3010135800,3010135700,1,103,0,21,충절로,0,0,0,50,0,0,0,485.1679033,,44131,천안시동남구,,44130,53,0,229.6021294,0,2,6,1271,10.14680387,1,2006,8
1743,241066,2970248700,2970095000,2970095100,2,101,3,15,서해안고속도로,0,0,0,110,5,0,0,600.4871987,,44800,홍성군,,44800,40,0,174.8139433,0,5,0,1536,8.280775323,1,2017,4
1744,287676,3010281400,3010135700,3010135800,1,103,0,21,충절로,0,0,0,50,0,0,0,478.8927947,,44131,천안시동남구,,44130,53,0,20.3546327,0,3,0,1271,9.719084789,1,2006,8
1745,382461,3010268800,3010135500,3010135600,1,103,0,21,충절로,0,0,0,50,0,0,0,215.4562798,,44131,천안시동남구,,44130,53,0,31.81564529,0,3,0,1271,9.375812133,1,2006,8
1746,241065,2970247800,2970006601,2970006600,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,4181.538868,,44800,홍성군,,44800,40,0,350.1057279,0,6,0,1535,5.734338581,1,2017,4
1747,241065,2970247800,2970006601,2970006600,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,4181.538868,,44800,홍성군,,44800,40,1000,333.3052748,0,10,0,1535,5.553988152,1,2017,4
1748,241065,2970247800,2970006601,2970006600,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,4181.538868,,44800,홍성군,,44800,40,2000,333.9409959,0,12,0,1535,5.678622273,1,2017,4
1749,241065,2970247800,2970006601,2970006600,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,4181.538868,,44800,홍성군,,44800,40,3000,333.7486461,0,10,0,1535,5.966930126,1,2017,4
1750,241065,2970247800,2970006601,2970006600,2,101,0,15,서해안고속도로,0,0,0,110,5,0,0,4181.538868,,44800,홍성군,,44800,40,4000,338.7762832,0,8,0,1536,6.372921971,1,2017,4
1751,382382,3010212800,3010089400,3010089100,3,103,0,1,천안대로,0,0,0,50,0,0,0,370.0448421,,44131,천안시동남구,,44130,53,0,351.0930787,0,3,0,1099,1.088417435,1,2009,2
1752,241125,2980032600,2980014300,2980014400,1,101,0,30,당진영덕고속도로,0,0,101,50,5,0,0,348.2670253,,44810,예산군,,44810,39,0,324.1316691,0,15,0,1491,12.64461123,1,2016,2
1753,241124,2980032500,2980014400,2980014100,2,101,0,30,당진영덕고속도로,0,0,101,40,5,0,0,604.9860157,,44810,예산군,,44810,39,0,92.63824572,0,34,2,1491,12.85018639,1,2016,2
1754,382384,3010212900,3010089100,3010089400,3,103,0,1,천안대로,0,0,0,50,0,0,0,369.7869603,,44131,천안시동남구,,44130,53,0,177.1525308,0,3,0,1099,1.219086906,1,2009,2
1755,241134,2980033801,2980013400,2980114200,2,101,3,30,당진영덕고속도로,0,0,0,110,5,0,0,112.8634681,,44810,예산군,,44810,39,0,140.7538109,0,6,0,1570,12.11726944,1,2019,4
1756,241133,2980033700,2980013700,2980013600,2,101,4,30,당진영덕고속도로,0,0,0,110,5,0,0,594.4783081,,44810,예산군,,44810,39,0,142.7741597,0,2,2,1491,13.73660831,1,2016,2
1757,241132,2980033901,2980013200,2980114200,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,608.687521,,44810,예산군,,44810,39,0,307.8194901,0,2,0,1570,11.90420767,1,2019,4
1758,241131,2980033802,2980114200,2980013200,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,620.820235,,44810,예산군,,44810,39,0,140.753707,0,6,0,1570,12.09847983,1,2019,4
1759,241128,2980073901,2980005800,2980005801,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1292.907688,,44810,예산군,,44810,39,0,98.52046236,0,3,0,1491,12.99302756,1,2016,2
1760,241128,2980073901,2980005800,2980005801,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1292.907688,,44810,예산군,,44810,39,1000,98.51645381,0,33,2,1491,13.34178371,1,2016,2
1761,241126,2980032700,2980014400,2980014500,1,101,0,30,당진영덕고속도로,0,0,101,50,5,0,0,309.4585717,,44810,예산군,,44810,39,0,275.5144995,0,34,2,1491,12.85181048,1,2016,2
1762,241105,2980033000,2980014300,2980013900,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,2884.688143,,44810,예산군,,44810,39,0,137.0313589,0,15,0,1491,12.62054174,1,2016,2
1763,241105,2980033000,2980014300,2980013900,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,2884.688143,,44810,예산군,,44810,39,1000,124.5135045,0,18,0,1491,12.6246702,1,2016,2
1764,241105,2980033000,2980014300,2980013900,2,101,0,30,당진영덕고속도로,0,0,0,110,5,0,0,2884.688143,,44810,예산군,,44810,39,2000,124.842314,0,4,1,1491,12.77223081,1,2016,2
1765,241103,2980033200,2980013900,2980013800,2,101,3,30,당진영덕고속도로,0,0,0,110,5,0,0,1472.679081,,44810,예산군,,44810,39,0,124.7928698,0,1,1,1491,12.97837585,1,2016,2
1766,241103,2980033200,2980013900,2980013800,2,101,3,30,당진영덕고속도로,0,0,0,110,5,0,0,1472.679081,,44810,예산군,,44810,39,1000,124.7928698,0,0,1,1491,13.26240172,1,2016,2
1767,287718,3010290500,3010088600,3010088200,3,103,0,1,천안대로,0,0,0,60,0,0,0,217.6602712,,44131,천안시동남구,,44130,53,0,183.1579196,0,5,0,1092,1.802588406,1,2003,2
1768,287717,3010290400,3010088200,3010088600,3,103,0,1,천안대로,0,0,0,60,0,0,0,216.8061245,,44131,천안시동남구,,44130,53,0,7.501991853,0,5,0,1092,1.863305596,1,2003,2
1769,241115,2980077901,2980034300,2980035501,2,103,0,32,예당평야로,0,0,0,80,0,0,0,1358.595126,,44810,예산군,,44810,39,0,107.9403231,0,9,0,1377,17.69487272,1,2009,2
1770,241115,2980077901,2980034300,2980035501,2,103,0,32,예당평야로,0,0,0,80,0,0,0,1358.595126,,44810,예산군,,44810,39,1000,115.6044543,0,9,0,1377,18.6796502,1,2009,2
1771,241114,2980065801,2980029600,2980060800,2,103,3,45,윤봉길로,0,0,0,80,0,0,0,162.0704104,,44810,예산군,,44810,39,0,276.0339101,0,1,0,1491,12.71803327,1,2016,2
1772,287715,3010290100,3010135900,3010135800,1,103,0,21,충절로,0,0,0,50,0,0,0,648.5077505,,44131,천안시동남구,,44130,53,0,201.0118355,0,0,10,1271,10.63875366,1,2006,8
1773,241113,2980059800,2980026200,2980027400,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1366.425611,,44810,예산군,,44810,39,0,84.57842335,0,3,4,1491,11.83960681,1,2016,2
1774,241113,2980059800,2980026200,2980027400,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1366.425611,,44810,예산군,,44810,39,1000,80.30553697,0,9,0,1491,12.00402606,1,2016,2
1775,287714,3010290000,3010135800,3010135900,1,103,0,21,충절로,0,0,0,50,0,0,0,657.0553306,,44131,천안시동남구,,44130,53,0,49.60150045,0,2,6,1271,10.14550235,1,2006,8
1776,241111,2980051700,2980023900,2980023600,2,103,0,45,윤봉길로,0,0,0,70,0,0,0,2609.316391,,44810,예산군,,44810,39,0,284.9096381,0,27,0,1376,10.18258806,1,2001,2
1777,241111,2980051700,2980023900,2980023600,2,103,0,45,윤봉길로,0,0,0,70,0,0,0,2609.316391,,44810,예산군,,44810,39,1000,251.131601,0,48,0,1376,9.704964099,1,2001,2
1778,241111,2980051700,2980023900,2980023600,2,103,0,45,윤봉길로,0,0,0,70,0,0,0,2609.316391,,44810,예산군,,44810,39,2000,223.3802219,0,27,0,1376,9.701391107,1,2001,2
1779,241110,2980065701,2980029500,2980060800,2,103,3,45,윤봉길로,0,0,0,80,0,0,0,517.8685083,,44810,예산군,,44810,39,0,106.3628473,0,7,0,1491,12.63978341,1,2016,2
1780,107263,3010334300,3010087700,3010089700,1,101,0,1,경부고속도로,0,0,101,50,5,0,0,349.5097497,,44131,천안시동남구,,44130,53,0,190.1881097,0,3,0,1096,2.197658037,2,2006,2
1781,241156,2980056001,2980007600,2980007601,2,103,0,40,도청대로,0,0,0,60,0,0,0,120.734687,,44810,예산군,,44810,39,0,3.234139158,0,0,0,1376,11.11348012,1,2001,2
1782,241173,2980074003,2980005600,2980005802,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,626.6374491,,44810,예산군,,44810,39,0,246.9972831,0,9,0,1491,14.62176123,1,2016,2
1783,241172,2980074002,2980005801,2980005800,2,103,0,45,윤봉길로,0,0,0,40,0,0,0,1287.878305,,44810,예산군,,44810,39,0,271.4587233,0,34,2,1491,13.4853704,1,2016,2
1784,241172,2980074002,2980005801,2980005800,2,103,0,45,윤봉길로,0,0,0,40,0,0,0,1287.878305,,44810,예산군,,44810,39,1000,278.5164489,0,13,2,1491,13.09888583,1,2016,2
1785,241170,2980053300,2980024000,2980024300,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,466.7551132,,44810,예산군,,44810,39,0,99.95545092,0,5,0,1536,10.56161743,1,2017,4
1786,241169,2980053200,2980024200,2980024000,1,103,0,40,윤봉길로,0,0,103,40,0,0,0,256.8509233,,44810,예산군,,44810,39,0,274.8432891,0,5,0,1536,10.6081389,1,2017,4
1787,241168,2980053100,2980024000,2980024100,1,103,0,40,수덕사로,0,0,103,40,0,0,0,220.2607921,,44810,예산군,,44810,39,0,106.2500136,0,5,0,1536,10.56161743,1,2017,4
1788,241167,2980053000,2980024000,2980023900,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1109.6546,,44810,예산군,,44810,39,0,279.9549132,0,5,0,1536,10.57361331,1,2017,4
1789,241167,2980053000,2980024000,2980023900,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1109.6546,,44810,예산군,,44810,39,1000,285.6088237,0,17,0,1376,10.26361532,1,2001,2
1790,241166,2980052900,2980023900,2980024000,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1111.159891,,44810,예산군,,44810,39,0,104.8865219,0,27,0,1376,10.19062368,1,2001,2
1791,241166,2980052900,2980023900,2980024000,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,1111.159891,,44810,예산군,,44810,39,1000,101.3505748,0,5,0,1536,10.57208023,1,2017,4
1792,241165,2980051800,2980023600,2980023900,2,103,0,45,윤봉길로,0,0,0,70,0,0,0,2588.168078,,44810,예산군,,44810,39,0,11.12829891,0,16,0,1536,10.1065688,1,2017,4
1793,241165,2980051800,2980023600,2980023900,2,103,0,45,윤봉길로,0,0,0,70,0,0,0,2588.168078,,44810,예산군,,44810,39,1000,73.18956879,0,37,0,1376,9.70094412,1,2001,2
1794,241165,2980051800,2980023600,2980023900,2,103,0,45,윤봉길로,0,0,0,70,0,0,0,2588.168078,,44810,예산군,,44810,39,2000,85.96711253,0,45,0,1376,9.848934137,1,2001,2
1795,241144,2980061900,2980027400,2980027900,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,415.5412044,,44810,예산군,,44810,39,0,88.71694148,0,9,0,1491,12.02304278,1,2016,2
1796,241143,2980061800,2980027900,2980027400,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,416.0343934,,44810,예산군,,44810,39,0,275.2386543,0,8,0,1491,12.05090604,1,2016,2
1797,241142,2980054402,2980024501,2980025500,2,103,0,40,윤봉길로,0,1,0,80,0,0,0,1488.208827,,44810,예산군,,44810,39,0,45.45405109,0,0,4,1536,10.99609645,1,2017,4
1798,241142,2980054402,2980024501,2980025500,2,103,0,40,윤봉길로,0,1,0,80,0,0,0,1488.208827,,44810,예산군,,44810,39,1000,85.13826639,0,3,5,1536,11.63813615,1,2017,4
1799,241141,2980055902,2980007601,2980007600,2,103,0,40,도청대로,0,0,0,60,0,0,0,120.8571855,,44810,예산군,,44810,39,0,182.7998164,0,0,0,1376,11.03907464,1,2001,2
1800,241137,2980067302,2980053800,2980005800,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,846.4106272,,44810,예산군,,44810,39,0,105.1820764,0,2,0,1491,12.88532697,1,2016,2
1801,241154,2980067401,2980005800,2980053800,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,847.9143557,,44810,예산군,,44810,39,0,278.4535613,0,3,0,1491,13.00551435,1,2016,2
1802,241153,2980082300,2980036600,2980036500,1,103,0,45,윤봉길로,0,0,103,40,0,0,0,782.7920705,,44810,예산군,,44810,39,0,19.02736221,0,14,0,1570,14.7108877,1,2019,4
1803,241150,2980067321,2980061300,2980053800,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,693.3724456,,44810,예산군,,44810,39,0,97.93633418,0,1,0,1491,12.73196185,1,2016,2
1804,241149,2980053400,2980024300,2980024000,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,464.5033563,,44810,예산군,,44810,39,0,267.2848864,0,4,0,1536,10.62012952,1,2017,4
1805,382754,3010282100,3010088200,3010087200,3,103,0,1,천안대로,0,0,0,50,0,0,0,422.1886184,,44131,천안시동남구,,44130,53,0,186.943715,0,5,0,1092,1.87648466,1,2003,2
1806,241148,2980067311,2980029600,2980061300,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,114.071614,,44810,예산군,,44810,39,0,96.03387291,0,1,0,1491,12.70643918,1,2016,2
1807,241147,2980062400,2980027900,2980027700,1,103,0,45,윤봉길로,0,0,103,40,0,0,0,198.9967015,,44810,예산군,,44810,39,0,277.872622,0,8,0,1491,12.05092498,1,2016,2
1808,241146,2980062300,2980027600,2980027900,1,103,0,45,윤봉길로,0,0,103,40,0,0,0,212.424057,,44810,예산군,,44810,39,0,84.21894514,0,9,0,1491,12.01176002,1,2016,2
1809,108492,3020524600,2882064000,3020024200,2,103,0,34,삼사로,0,0,0,80,0,0,0,88.92743401,,44133,천안시서북구,,44130,52,0,104.2271802,0,5,3,1489,9.456617819,1,2016,2
1810,108492,3020524600,2882064000,3020024200,2,103,0,34,삼사로,0,0,0,80,0,0,0,88.92743401,,44200,아산시,,44200,49,0,104.2271802,0,5,3,1489,9.454193617,1,2016,2
1811,241224,2980081400,2980036100,2980036400,2,103,3,45,윤봉길로,0,0,0,80,0,0,0,508.7343402,,44810,예산군,,44810,39,0,34.01461188,0,14,0,1570,15.42233415,1,2019,4
1812,108491,3020524500,3020024200,2882064000,2,103,0,34,삼사로,0,0,0,80,0,0,0,89.83901467,,44133,천안시서북구,,44130,52,0,283.6215067,0,5,3,1489,9.480488898,1,2016,2
1813,108489,3020520700,3020031800,3020028500,1,103,0,34,삼사로,0,0,103,40,0,0,0,264.2100156,,44133,천안시서북구,,44130,52,0,278.3806433,0,34,3,1489,10.05800657,1,2016,2
1814,241214,2980086500,2980037900,2980039400,2,103,3,32,예당평야로,0,0,0,80,0,0,0,410.5899796,,44810,예산군,,44810,39,0,112.6291619,0,0,1,1570,16.21859842,1,2019,4
1815,241494,2980006200,2980002600,2980002500,1,103,0,40,수덕사로,0,0,0,30,0,0,0,328.1093316,,44810,예산군,,44810,39,0,224.5917962,0,0,0,1536,6.428534892,1,2017,4
1816,382873,3010336400,3010084900,3010084200,4,103,0,1,삼성대로,0,0,0,70,0,0,0,618.4322102,,44131,천안시동남구,,44130,53,0,332.6907831,0,3,0,1096,2.080312258,2,2006,2
1817,108504,3020525800,3020110900,3020110600,2,103,0,1,천안대로,0,0,0,80,0,0,0,106.9622434,,44133,천안시서북구,,44130,52,0,177.9895325,0,6,0,1096,10.75868175,2,2006,2
1818,241491,2980005900,2980002300,2980002400,2,103,3,32,차동로,0,0,0,80,0,0,0,209.4210762,,44810,예산군,,44810,39,0,355.3161629,0,1,0,1570,9.206312887,1,2019,4
1819,108503,3020525700,3020110600,3020110900,2,103,0,1,천안대로,0,0,0,80,0,0,0,108.5930446,,44133,천안시서북구,,44130,52,0,3.737727146,0,6,0,1096,10.6535229,2,2006,2
1820,241489,2980005800,2980002300,2980002200,2,103,0,32,차동로,0,0,0,80,0,0,0,264.4406521,,44810,예산군,,44810,39,0,175.3003611,0,1,0,1570,9.218282249,1,2019,4
1821,382871,3010334000,3010087700,3010089700,2,101,0,1,경부고속도로,0,0,0,80,5,0,0,105.5830569,,44131,천안시동남구,,44130,53,0,108.5935986,0,3,0,1096,2.20574526,2,2006,2
1822,241488,2980005700,2980002200,2980002300,2,103,0,32,차동로,0,0,0,80,0,0,0,264.7823906,,44810,예산군,,44810,39,0,356.9039831,0,0,0,1570,9.235236635,1,2019,4
1823,241472,2980011501,2980004900,2980004701,2,103,3,21,충서로,0,0,0,80,0,0,0,297.8827569,,44810,예산군,,44810,39,0,91.617979,0,14,0,1570,15.34263912,1,2019,4
1824,241251,2980086600,2980039400,2980037900,2,103,3,32,예당평야로,0,0,0,80,0,0,0,407.1632748,,44810,예산군,,44810,39,0,277.7842912,0,0,1,1570,15.85599381,1,2019,4
1825,108497,3020523200,3020088300,3020077200,2,103,1,1,천안대로,0,0,0,80,0,0,0,415.7796521,,44133,천안시서북구,,44130,52,0,233.0745254,0,7,0,1096,9.924696927,2,2006,2
1826,108496,3020523100,3020077200,3020088300,2,103,1,1,천안대로,0,0,0,80,0,0,0,415.5616088,,44133,천안시서북구,,44130,52,0,54.48727326,0,9,0,1096,9.802246275,2,2006,2
1827,241186,2980082800,2980037900,2980036300,2,103,0,32,예당평야로,0,0,0,80,0,0,0,2337.555698,,44810,예산군,,44810,39,0,295.6495165,0,0,1,1570,16.2219772,1,2019,4
1828,241186,2980082800,2980037900,2980036300,2,103,0,32,예당평야로,0,0,0,80,0,0,0,2337.555698,,44810,예산군,,44810,39,1000,325.4553647,0,1,0,1570,17.20263653,1,2019,4
1829,241186,2980082800,2980037900,2980036300,2,103,0,32,예당평야로,0,0,0,80,0,0,0,2337.555698,,44810,예산군,,44810,39,2000,270.2568578,0,39,0,1570,18.14406369,1,2019,4
1830,241184,2980081800,2980036500,2980036400,2,103,0,45,윤봉길로,0,0,0,40,0,0,0,133.7213841,,44810,예산군,,44810,39,0,273.9548554,0,14,1,1570,14.97625411,1,2019,4
1831,241179,2980077800,2980005600,2980036100,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,3605.154969,,44810,예산군,,44810,39,0,66.21223398,0,9,0,1491,14.61567034,1,2016,2
1832,241179,2980077800,2980005600,2980036100,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,3605.154969,,44810,예산군,,44810,39,1000,54.88464578,0,9,0,1491,15.55249652,1,2016,2
1833,241179,2980077800,2980005600,2980036100,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,3605.154969,,44810,예산군,,44810,39,2000,91.11066952,0,4,0,1491,16.19195482,1,2016,2
1834,241179,2980077800,2980005600,2980036100,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,3605.154969,,44810,예산군,,44810,39,3000,49.67914638,0,3,3,1570,15.49335548,1,2019,4
1835,241177,2980074004,2980005802,2980005801,2,103,0,45,윤봉길로,0,0,0,80,0,0,0,911.6448711,,44810,예산군,,44810,39,0,243.7945232,0,30,0,1491,14.07594289,1,2016,2
1836,241209,2980082700,2980036300,2980037900,2,103,0,32,예당평야로,0,0,0,80,0,0,0,2332.473168,,44810,예산군,,44810,39,0,89.92491113,0,39,0,1570,18.39306792,1,2019,4
1837,241209,2980082700,2980036300,2980037900,2,103,0,32,예당평야로,0,0,0,80,0,0,0,2332.473168,,44810,예산군,,44810,39,1000,145.7078548,0,39,0,1570,17.52007053,1,2019,4
1838,241209,2980082700,2980036300,2980037900,2,103,0,32,예당평야로,0,0,0,80,0,0,0,2332.473168,,44810,예산군,,44810,39,2000,126.5650167,0,0,1,1570,16.54407944,1,2019,4
1839,241201,2980004503,2980046700,2980002200,2,103,0,32,차동로,0,0,0,80,0,0,0,2757.624373,,44810,예산군,,44810,39,0,345.1345473,0,5,0,1570,10.68486368,1,2019,4
1840,241201,2980004503,2980046700,2980002200,2,103,0,32,차동로,0,0,0,80,0,0,0,2757.624373,,44810,예산군,,44810,39,1000,21.00548378,0,4,0,1570,10.08234244,1,2019,4
1841,241201,2980004503,2980046700,2980002200,2,103,0,32,차동로,0,0,0,80,0,0,0,2757.624373,,44810,예산군,,44810,39,2000,21.68520625,0,2,0,1570,9.463099817,1,2019,4
1842,241198,2980082200,2980015700,2980036500,2,103,0,45,윤봉길로,0,0,103,40,0,0,0,364.3041903,,44810,예산군,,44810,39,0,204.3168578,0,14,1,1570,14.8274201,1,2019,4
1843,241197,2980082100,2980036500,2980036600,1,103,0,21,충서로,0,0,103,40,0,0,0,349.3754169,,44810,예산군,,44810,39,0,100.9383172,0,14,1,1570,14.97232835,1,2019,4
1844,241526,2980006600,2980002700,2980002600,1,103,0,40,수덕사로,0,0,0,30,0,0,0,485.4417454,,44810,예산군,,44810,39,0,237.9448848,0,0,0,1536,6.720927173,1,2017,4
1845,241525,2980006500,2980002600,2980002700,1,103,0,40,수덕사로,0,0,0,30,0,0,0,482.6493487,,44810,예산군,,44810,39,0,44.50060068,0,0,0,1536,6.417543237,1,2017,4
1846,241523,2980105500,2980046700,2980046800,1,103,0,32,차동로,0,0,103,40,0,0,0,313.3158882,,44810,예산군,,44810,39,0,178.0486796,0,5,0,1570,10.69655747,1,2019,4
1847,241517,2980110000,2980048700,2980048900,1,103,0,32,차동로,0,0,103,40,0,0,0,220.7817019,,44810,예산군,,44810,39,0,165.1182883,0,1,4,1570,10.52375562,1,2019,4
1848,241535,2980106200,2980047000,2980046700,2,103,0,32,차동로,0,0,0,80,0,0,0,417.1633004,,44810,예산군,,44810,39,0,304.7781231,0,3,0,1570,10.63788285,1,2019,4
1849,241534,2980106100,2980046700,2980047000,2,103,0,32,차동로,0,0,0,80,0,0,0,424.8585783,,44810,예산군,,44810,39,0,169.4182031,0,5,0,1570,10.69655747,1,2019,4
1850,287763,3010294900,3010088700,3010088600,3,103,0,1,천안대로,0,0,0,50,0,0,0,683.2274567,,44131,천안시동남구,,44130,53,0,163.8655086,0,5,0,1092,1.794055565,1,2003,2
1851,241533,2980006800,2980002900,2980002400,2,103,0,32,차동로,0,0,0,80,0,0,0,1286.226852,,44810,예산군,,44810,39,0,174.8337138,0,3,2,1570,8.933812348,1,2019,4
1852,241533,2980006800,2980002900,2980002400,2,103,0,32,차동로,0,0,0,80,0,0,0,1286.226852,,44810,예산군,,44810,39,1000,209.258777,0,1,0,1570,9.076127269,1,2019,4
1853,287762,3010294800,3010088600,3010088700,3,103,0,1,천안대로,0,0,0,50,0,0,0,688.9930686,,44131,천안시동남구,,44130,53,0,3.321082121,0,5,0,1092,1.790709201,1,2003,2
1854,241532,2980006700,2980002400,2980002900,2,103,0,32,차동로,0,0,0,80,0,0,0,1288.612378,,44810,예산군,,44810,39,0,6.188622,0,1,0,1570,9.187499032,1,2019,4
1855,241532,2980006700,2980002400,2980002900,2,103,0,32,차동로,0,0,0,80,0,0,0,1288.612378,,44810,예산군,,44810,39,1000,0.454079708,0,1,1,1570,8.924182897,1,2019,4
1856,111935,2860171700,2860036000,2860036200,2,101,4,30,당진영덕고속도로,0,0,0,110,5,0,0,486.7397895,,44150,공주시,,44150,51,0,319.6613274,0,8,0,1373,2.396133628,1,2009,4
1857,241531,2980110500,2980048900,2980049100,2,103,0,32,차동로,0,0,0,80,0,0,0,630.1800613,,44810,예산군,,44810,39,0,166.133833,0,1,4,1570,10.56534697,1,2019,4
1858,241530,2980110100,2980048900,2980048800,1,103,0,32,차동로,0,0,103,40,0,0,0,220.8961223,,44810,예산군,,44810,39,0,353.2208819,0,1,4,1570,10.5538309,1,2019,4
1859,111931,2860054702,2860025201,2860025600,2,103,0,23,차령로,0,0,0,80,0,0,0,261.0934341,,44150,공주시,,44150,51,0,25.00902094,0,65,0,1275,11.6686709,1,2008,8
1860,241529,2980109900,2980048900,2980048400,2,103,0,32,차동로,0,0,0,80,0,0,0,394.6397141,,44810,예산군,,44810,39,0,346.1173417,0,1,4,1570,10.55391673,1,2019,4
1861,111930,2860055400,2860025600,2860025800,2,103,3,23,차령로,0,0,0,80,0,0,0,259.7708357,,44150,공주시,,44150,51,0,25.00898828,0,71,0,1275,11.91489734,1,2008,8
1862,241502,2980006100,2980002500,2980002600,1,103,0,40,수덕사로,0,0,0,30,0,0,0,332.8654914,,44810,예산군,,44810,39,0,67.25533936,0,0,0,1536,6.385508674,1,2017,4
1863,241501,2980105800,2980046800,2980046700,1,103,0,32,차동로,0,0,103,40,0,0,0,331.962851,,44810,예산군,,44810,39,0,17.89525675,0,3,0,1570,10.75208047,1,2019,4
1864,241499,2980011601,2980004700,2980004701,2,103,3,21,충서로,0,0,0,80,0,0,0,430.264506,,44810,예산군,,44810,39,0,282.8267002,0,16,3,1570,14.61649845,1,2019,4
1865,110258,3010336300,3010084900,3010086300,2,103,0,1,만남로,0,0,103,50,0,0,0,290.4096845,,44131,천안시동남구,,44130,53,0,159.1692284,0,2,0,1096,2.088030454,2,2006,2
1866,241498,2980011502,2980004701,2980004700,2,103,3,21,충서로,0,0,0,80,0,0,0,430.7101659,,44810,예산군,,44810,39,0,104.9517564,0,14,0,1570,15.046855,1,2019,4
1867,110157,3070055102,3070024901,3070025400,2,103,0,21,금강로,0,1,0,80,0,0,0,637.7358838,,44770,서천군,,44770,42,0,295.6407836,0,0,3,1403,27.96352784,2,2009,2
1868,110155,3070055002,3070025400,3070024901,2,103,0,21,금강로,0,1,0,80,0,0,0,636.8727701,,44770,서천군,,44770,42,0,115.6406315,0,0,3,1403,27.95531651,2,2009,2
1869,241515,2980092500,2980039400,2980016300,2,103,0,32,예당평야로,0,0,0,80,0,0,0,1228.268555,,44810,예산군,,44810,39,0,97.7843051,0,0,1,1570,15.84940081,1,2019,4
1870,241515,2980092500,2980039400,2980016300,2,103,0,32,예당평야로,0,0,0,80,0,0,0,1228.268555,,44810,예산군,,44810,39,1000,138.7010257,0,21,1,1570,14.89418952,1,2019,4
1871,382906,3010336500,3010084200,3010084900,4,103,0,1,삼성대로,0,0,0,70,0,0,0,624.5631612,,44131,천안시동남구,,44130,53,0,181.2588167,0,2,0,1096,1.505307045,2,2006,2
1872,108506,3020534100,3020064000,3020078400,2,103,0,1,천안대로,0,0,0,80,0,0,0,489.5523491,,44133,천안시서북구,,44130,52,0,115.867518,0,4,0,1096,13.64711782,2,2006,2
1873,241512,2980007000,2980002800,2970014000,2,103,0,21,충서로,0,0,0,80,0,0,0,712.7381493,,44810,예산군,,44810,39,0,231.6826217,0,10,0,1491,9.348216986,1,2016,2
1874,382905,3010336200,3010090000,3010084900,1,103,0,1,삼성대로,0,0,103,50,0,0,0,427.7446487,,44131,천안시동남구,,44130,53,0,270.1998286,0,3,0,1096,2.067572181,2,2006,2
