sid,fid,LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,distance,angle,rk,rk_count,mammal,wc_num,wc_dist,wc_type,wc_year,wc_road_n
1,328403,2860055904,2860032501,2860071700,2,103,0,23,차령로,0,0,0,80,0,0,0,76.84576596,,44150,공주시,,44150,51,0,3.758104468,0,78,0,1275,12.92983443,1,2008,8
2,166911,2884021400,2881851600,2881849700,2,103,0,45,문화로,0,0,0,50,0,0,0,185.7963545,,44200,아산시,,44200,49,0,243.9755047,0,2,0,1417,5.611092338,1,2015,2
3,166910,2884021300,2881849700,2881851600,2,103,0,45,문화로,0,0,0,50,0,0,0,185.7964875,,44200,아산시,,44200,49,0,63.97542105,0,1,0,1417,5.798781332,1,2015,2
4,166909,2884021200,2881854200,2881853400,2,103,0,39,아산로,0,0,0,30,0,0,0,138.149343,,44200,아산시,,44200,49,0,154.6130434,0,1,0,1417,5.592194026,1,2015,2
5,331881,2870023608,2870010901,2870010207,2,103,0,36,대청로,0,0,0,50,0,0,0,307.8352993,,44180,보령시,,44180,50,0,231.6552069,0,0,1,1403,19.80337218,2,2009,2
6,329261,2860025305,2860033800,2860035000,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,1006.814459,,44150,공주시,,44150,51,0,22.82484136,0,63,2,1374,1.084346557,1,2009,4
7,329261,2860025305,2860033800,2860035000,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,1006.814459,,44150,공주시,,44150,51,1000,23.08664688,0,19,0,1374,1.337062363,1,2009,4
8,93704,2890013632,2890005400,2890071801,2,103,0,32,서해로,0,0,0,60,0,0,0,135.6649065,,44210,서산시,,44210,48,0,247.3138624,0,3,9,1272,1.340714818,1,2010,4
9,329259,2860018901,2860007500,2860007501,2,103,0,1,금벽로,0,1,0,50,0,0,0,190.6405792,,44150,공주시,,44150,51,0,341.0462477,0,7,2,1541,3.695018174,1,2017,4
10,166879,2884018000,2881852700,2881852600,2,103,0,45,문화로,0,1,0,50,0,0,0,64.33667099,,44200,아산시,,44200,49,0,262.982044,0,2,0,1417,5.29713259,1,2015,2
11,207602,2920492600,2760116500,2920112100,2,103,4,37,대청로,0,0,0,80,0,0,0,678.2694339,,44710,금산군,,44710,44,0,191.6219335,0,0,5,1107,10.65264721,1,2007,6
12,93868,2890013509,2890005410,2890005409,2,103,0,32,서해로,0,0,0,80,0,0,0,108.6867613,,44210,서산시,,44210,48,0,119.0440789,0,4,3,1272,1.506825617,1,2010,4
13,93867,2890013508,2890005409,2890005408,2,103,0,32,서해로,0,0,0,80,0,0,0,270.6271792,,44210,서산시,,44210,48,0,121.1537612,0,4,3,1272,1.398729418,1,2010,4
14,207600,2920492200,2920004300,2920224100,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4547.781491,,44710,금산군,,44710,44,0,148.6401233,0,8,0,1107,7.227416274,1,2007,6
15,207600,2920492200,2920004300,2920224100,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4547.781491,,44710,금산군,,44710,44,1000,150.5942463,0,6,0,1107,8.191540267,1,2007,6
16,207600,2920492200,2920004300,2920224100,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4547.781491,,44710,금산군,,44710,44,2000,135.4413031,0,4,0,1107,9.187424012,1,2007,6
17,207600,2920492200,2920004300,2920224100,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4547.781491,,44710,금산군,,44710,44,3000,155.561689,0,2,0,1107,10.15768407,1,2007,6
18,207600,2920492200,2920004300,2920224100,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4547.781491,,44710,금산군,,44710,44,4000,147.2277817,0,0,0,1107,11.12073218,1,2007,6
19,207596,2920492100,2920224100,2920004300,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4542.782782,,44710,금산군,,44710,44,0,323.3357409,0,1,0,1107,11.66730424,1,2007,6
20,207596,2920492100,2920224100,2920004300,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4542.782782,,44710,금산군,,44710,44,1000,336.6272475,0,2,0,1107,10.68074334,1,2007,6
21,207596,2920492100,2920224100,2920004300,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4542.782782,,44710,금산군,,44710,44,2000,334.4952985,0,4,0,1107,9.729522541,1,2007,6
22,207596,2920492100,2920224100,2920004300,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4542.782782,,44710,금산군,,44710,44,3000,315.190962,0,2,0,1107,8.736577866,1,2007,6
23,207596,2920492100,2920224100,2920004300,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4542.782782,,44710,금산군,,44710,44,4000,331.5237449,0,7,0,1107,7.756548564,1,2007,6
24,93865,2890013507,2890005408,2890005407,2,103,3,32,서해로,0,0,0,80,0,0,0,49.23007476,,44210,서산시,,44210,48,0,127.0254752,0,4,3,1272,1.133718342,1,2010,4
25,93864,2890013506,2890005407,2890005406,2,103,0,32,서해로,0,0,0,80,0,0,0,151.4993927,,44210,서산시,,44210,48,0,127.0253241,0,4,3,1272,1.086202278,1,2010,4
26,207578,2920491800,2920224200,3140115900,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4944.46926,,44710,금산군,,44710,44,0,159.7949698,0,3,0,1107,12.39360463,1,2007,6
27,207578,2920491800,2920224200,3140115900,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4944.46926,,44710,금산군,,44710,44,1000,155.9542672,0,3,0,1107,13.34962562,1,2007,6
28,207578,2920491800,2920224200,3140115900,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4944.46926,,44710,금산군,,44710,44,2000,148.0840807,0,1,0,1107,14.32492379,1,2007,6
29,207578,2920491800,2920224200,3140115900,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4944.46926,,44710,금산군,,44710,44,3000,144.1797246,0,1,0,1107,15.32431832,1,2007,6
30,207578,2920491800,2920224200,3140115900,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4944.46926,,44710,금산군,,44710,44,4000,145.5852522,0,5,0,1107,16.3187613,1,2007,6
31,93863,2890013505,2890005406,2890005405,2,103,0,32,서해로,0,0,0,80,0,0,0,722.5184812,,44210,서산시,,44210,48,0,126.8203245,0,4,3,1272,0.941011275,1,2010,4
32,207574,2920491700,3140115900,2920224200,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4946.6365,,44710,금산군,,44710,44,0,338.2613101,0,4,0,1107,17.24017838,1,2007,6
33,207574,2920491700,3140115900,2920224200,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4946.6365,,44710,금산군,,44710,44,1000,327.1040233,0,5,0,1107,16.25728864,1,2007,6
34,207574,2920491700,3140115900,2920224200,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4946.6365,,44710,금산군,,44710,44,2000,323.0718132,0,1,0,1107,15.26287179,1,2007,6
35,207574,2920491700,3140115900,2920224200,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4946.6365,,44710,금산군,,44710,44,3000,329.7483338,0,1,0,1107,14.26386418,1,2007,6
36,207574,2920491700,3140115900,2920224200,2,101,0,35,통영대전고속도로,0,0,0,100,5,0,0,4946.6365,,44710,금산군,,44710,44,4000,336.0895113,0,3,0,1107,13.29060545,1,2007,6
37,365109,2884745301,3010139301,2882078401,2,101,0,32,아산청주고속도로,0,0,0,100,0,0,0,982.4108465,,44131,천안시동남구,,44130,53,0,284.1040042,0,0,3,1276,1.811431925,1,2010,8
38,93862,2890013504,2890005405,2890005404,2,103,0,32,서해로,0,0,0,80,0,0,0,344.8817011,,44210,서산시,,44210,48,0,90.90564079,0,4,0,1272,0.294905266,1,2010,4
39,166912,2884021500,2881848400,2881849700,2,103,0,45,문화로,0,0,0,50,0,0,0,197.8340576,,44200,아산시,,44200,49,0,62.5563464,0,1,0,1417,5.995840297,1,2015,2
40,365109,2884745301,3010139301,2882078401,2,101,0,32,아산청주고속도로,0,0,0,100,0,0,0,982.4108465,,44200,아산시,,44200,49,0,284.1040042,0,0,3,1276,1.871084616,1,2010,8
41,93861,2890013503,2890005404,2890005403,2,103,0,32,서해로,0,0,0,80,0,0,0,379.0243693,,44210,서산시,,44210,48,0,80.40950599,0,3,0,1272,0.069346189,1,2010,4
42,365108,3010359501,3010139301,3010139401,2,101,4,32,아산청주고속도로,0,0,0,100,0,0,0,1334.791769,,44131,천안시동남구,,44130,53,0,104.8653595,0,0,0,1276,1.804342201,1,2010,8
43,365108,3010359501,3010139301,3010139401,2,101,4,32,아산청주고속도로,0,0,0,100,0,0,0,1334.791769,,44131,천안시동남구,,44130,53,1000,99.59916728,0,0,0,1276,1.014725254,1,2010,8
44,166926,2884022802,2881854602,2881854600,2,103,0,39,아산로,0,0,0,60,0,0,0,141.1066916,,44200,아산시,,44200,49,0,154.1660886,0,1,0,1417,5.570619555,1,2015,2
45,207623,2940001700,2940000500,2940000600,1,103,0,29,충절로,0,0,0,30,0,0,0,377.6025512,,44760,부여군,,44760,43,0,38.04596202,0,0,0,1403,16.14285758,2,2009,2
46,365106,3010359401,3010139401,3010139301,2,101,4,32,아산청주고속도로,0,0,0,100,0,0,0,1333.32688,,44131,천안시동남구,,44130,53,0,279.0902896,0,0,0,1276,0.879155084,1,2010,8
47,365106,3010359401,3010139401,3010139301,2,101,4,32,아산청주고속도로,0,0,0,100,0,0,0,1333.32688,,44131,천안시동남구,,44130,53,1000,280.0898839,0,0,0,1276,1.519022033,1,2010,8
48,166925,2884022801,2881854800,2881854602,2,103,0,39,아산로,0,0,0,60,0,0,0,144.8210852,,44200,아산시,,44200,49,0,154.1661192,0,1,0,1417,5.573073067,1,2015,2
49,365105,3010359601,3010139401,3010139501,2,101,0,32,아산청주고속도로,0,0,0,100,0,0,0,38.34235406,,44131,천안시동남구,,44130,53,0,97.49582788,0,0,0,1276,0.85908932,1,2010,8
50,166924,2884022702,2881854602,2881854800,2,103,0,39,아산로,0,0,0,60,0,0,0,146.6537292,,44200,아산시,,44200,49,0,334.166124,0,1,0,1417,5.559233755,1,2015,2
51,365104,2860061900,2860029200,2860029300,2,103,0,23,차령로,0,0,0,80,0,0,0,1725.646944,,44150,공주시,,44150,51,0,12.45352091,0,47,0,1375,8.517434434,2,2009,2
52,365104,2860061900,2860029200,2860029300,2,103,0,23,차령로,0,0,0,80,0,0,0,1725.646944,,44150,공주시,,44150,51,1000,9.355603116,0,6,1,1375,7.539550496,2,2009,2
53,166923,2884022701,2881854600,2881854602,2,103,0,39,아산로,0,0,0,60,0,0,0,139.2739138,,44200,아산시,,44200,49,0,334.1661028,0,1,0,1417,5.560427393,1,2015,2
54,207611,2940001300,2940000400,2940000500,1,103,0,29,충절로,0,0,0,60,0,0,0,1106.819458,,44760,부여군,,44760,43,0,71.0419252,0,0,0,1403,16.50290302,2,2009,2
55,207611,2940001300,2940000400,2940000500,1,103,0,29,충절로,0,0,0,60,0,0,0,1106.819458,,44760,부여군,,44760,43,1000,32.23966143,0,0,0,1403,16.21469727,2,2009,2
56,93872,2890013911,2890018403,2890061700,2,103,0,32,서해로,0,0,0,50,0,0,0,248.6269964,,44210,서산시,,44210,48,0,45.10281052,0,1,0,1272,4.675804403,1,2010,4
57,166922,2884022600,2881845200,2880006300,2,103,0,45,문화로,0,0,0,50,0,0,0,239.2052992,,44200,아산시,,44200,49,0,197.4089904,0,1,0,1417,6.225659124,1,2015,2
58,207604,2940001000,2940000300,2940000400,1,103,0,29,충절로,0,0,0,30,0,0,0,57.70252687,,44760,부여군,,44760,43,0,80.35729982,0,0,0,1403,16.50015124,2,2009,2
59,93871,2890013910,2890018400,2890018403,2,103,0,32,서해로,0,0,0,60,0,0,0,270.2512978,,44210,서산시,,44210,48,0,45.10279064,0,1,0,1272,4.434715829,1,2010,4
60,166921,2884022500,2880006300,2881845200,2,103,0,45,문화로,0,0,0,50,0,0,0,239.2053654,,44200,아산시,,44200,49,0,17.40896017,0,0,0,1417,6.404472748,1,2015,2
61,93870,2890013908,2890061700,2890006900,2,103,0,32,서해로,0,0,0,50,0,0,0,340.9356555,,44210,서산시,,44210,48,0,45.09976702,0,2,0,1272,4.900289796,1,2010,4
62,93869,2890013633,2890071801,2890071800,2,103,0,32,서해로,0,0,0,60,0,0,0,563.2198891,,44210,서산시,,44210,48,0,244.7605834,0,4,9,1272,1.206720978,1,2010,4
63,365174,2884741301,2882076601,2882076501,2,101,3,32,아산청주고속도로,0,0,0,100,0,0,0,39.74688503,,44200,아산시,,44200,49,0,285.697845,0,1,0,1417,2.949588913,1,2015,2
64,365040,2860058900,2860027100,2860027300,1,101,0,25,논산천안고속도로,0,0,101,50,5,0,0,425.0882616,,44150,공주시,,44150,51,0,303.1406204,0,81,0,1570,12.86748607,1,2019,4
65,365039,2860058800,2860027000,2860027300,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,677.3290238,,44150,공주시,,44150,51,0,0.640553844,0,84,0,1570,12.78719483,1,2019,4
66,365035,2860058700,2860027300,2860027000,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,677.046395,,44150,공주시,,44150,51,0,180.8400227,0,86,2,1570,12.61714474,1,2019,4
67,365032,2860058600,2860027100,2860027000,1,101,0,25,논산천안고속도로,0,0,101,50,5,0,0,923.9217153,,44150,공주시,,44150,51,0,300.0739841,0,81,0,1570,12.86748607,1,2019,4
68,93860,2890013207,2890006100,2890006108,1,103,0,32,서해로,0,0,103,30,0,0,0,288.936509,,44210,서산시,,44210,48,0,214.4793048,0,13,5,1273,0.637145942,1,2010,4
69,93859,2890013206,2890006108,2890006107,2,103,0,32,서해로,0,0,0,80,0,0,0,45.0545017,,44210,서산시,,44210,48,0,247.4390541,0,13,6,1273,0.922415672,1,2010,4
70,207541,2940002000,2940000800,2940000600,1,103,0,29,충절로,0,0,0,30,0,0,0,198.053044,,44760,부여군,,44760,43,0,223.5852832,0,0,0,1403,15.93935585,2,2009,2
71,93841,2890013619,2890005419,2890007100,1,103,0,32,서해로,0,0,103,40,0,0,0,240.1128936,,44210,서산시,,44210,48,0,278.4532904,0,3,0,1273,1.057961802,1,2010,4
72,207540,2940001900,2940000600,2940000800,1,103,0,29,충절로,0,0,0,30,0,0,0,196.6088363,,44760,부여군,,44760,43,0,46.8672374,0,0,0,1403,16.04012132,2,2009,2
73,93839,2890013617,2890005417,2890005418,2,103,0,32,서해로,0,0,0,80,0,0,0,616.1077765,,44210,서산시,,44210,48,0,284.5802837,0,15,0,1273,1.76448144,1,2010,4
74,93832,2890013621,2890071800,2890005402,2,103,0,32,서해로,0,0,0,80,0,0,0,192.2726275,,44210,서산시,,44210,48,0,260.0792423,0,3,2,1272,0.656896279,1,2010,4
75,93803,2890013618,2890005418,2890005419,2,103,0,32,서해로,0,0,0,80,0,0,0,318.5455581,,44210,서산시,,44210,48,0,281.2287031,0,11,0,1273,1.304860599,1,2010,4
76,94041,2890100300,2890022800,2890022500,2,103,0,45,한티로,0,0,0,80,0,0,0,251.6353441,,44210,서산시,,44210,48,0,183.7886041,0,6,0,1376,9.822802961,1,2001,2
77,94040,2890100200,2890022500,2890022800,2,103,0,45,한티로,0,0,0,80,0,0,0,242.7224281,,44210,서산시,,44210,48,0,335.2515386,0,5,0,1376,10.06404714,1,2001,2
78,94064,2890099800,2890022700,2890022600,1,103,0,45,한티로,0,0,103,60,0,0,0,354.6337585,,44210,서산시,,44210,48,0,84.52118904,0,6,0,1376,9.994592801,1,2001,2
79,209360,2940004806,2940001903,2940001902,1,103,0,29,충절로,0,0,0,60,0,0,0,783.5851855,,44760,부여군,,44760,43,0,183.0042301,0,0,0,1108,11.6386567,1,2011,6
80,94061,2890099700,2890022600,2890022700,1,103,0,45,한티로,0,0,103,60,0,0,0,437.1979442,,44210,서산시,,44210,48,0,232.0490372,0,6,0,1376,9.990566884,1,2001,2
81,94054,2890104000,2890055500,2890011005,1,103,0,29,충의로,0,0,103,40,0,0,0,420.6482683,,44210,서산시,,44210,48,0,244.2926317,0,9,10,1104,1.146051349,2,2005,6
82,94053,2890103900,2890011006,2890055500,1,103,0,29,충의로,0,0,103,40,0,0,0,199.6550696,,44210,서산시,,44210,48,0,356.7690913,0,6,10,1105,1.283609813,2,2005,4
83,209304,2880000302,2880000101,2880000102,1,103,3,39,외암로,0,0,0,60,0,0,0,41.95553355,,44200,아산시,,44200,49,0,76.23400894,0,11,6,1570,6.012156551,1,2019,4
84,93889,2890028732,2890013023,2890013012,2,103,0,29,충의로,0,0,0,50,0,0,0,149.922577,,44210,서산시,,44210,48,0,319.7041006,0,0,0,1104,8.285050986,2,2005,6
85,93888,2890028731,2890013016,2890013023,2,103,0,29,충의로,0,0,0,50,0,0,0,220.4891596,,44210,서산시,,44210,48,0,315.9830221,0,0,0,1104,8.111842411,2,2005,6
86,209193,2940009403,2940032300,2940031900,2,103,0,4,대백제로,0,0,0,80,0,0,0,192.1470632,,44760,부여군,,44760,43,0,208.0382815,0,12,0,1403,6.640241275,2,2009,2
87,93887,2890028730,2890013022,2890013020,2,103,0,29,충의로,0,0,0,50,0,0,0,129.6235508,,44210,서산시,,44210,48,0,321.6400586,0,1,1,1104,7.663657598,2,2005,6
88,93886,2890028729,2890013021,2890013022,2,103,0,29,충의로,0,0,0,50,0,0,0,186.985944,,44210,서산시,,44210,48,0,320.935311,0,2,1,1104,7.510911065,2,2005,6
89,207681,2940002500,2940000900,2940001900,1,103,0,29,충절로,0,0,0,60,0,0,0,4464.805763,,44760,부여군,,44760,43,0,26.07023648,0,0,22,1403,15.08129705,2,2009,2
90,207681,2940002500,2940000900,2940001900,1,103,0,29,충절로,0,0,0,60,0,0,0,4464.805763,,44760,부여군,,44760,43,1000,42.86108368,0,0,15,1403,14.7947999,2,2009,2
91,207681,2940002500,2940000900,2940001900,1,103,0,29,충절로,0,0,0,60,0,0,0,4464.805763,,44760,부여군,,44760,43,2000,85.09449151,0,0,0,1108,14.6928,1,2011,6
92,207681,2940002500,2940000900,2940001900,1,103,0,29,충절로,0,0,0,60,0,0,0,4464.805763,,44760,부여군,,44760,43,3000,350.162651,0,0,0,1108,13.8484075,1,2011,6
93,207681,2940002500,2940000900,2940001900,1,103,0,29,충절로,0,0,0,60,0,0,0,4464.805763,,44760,부여군,,44760,43,4000,317.1262468,0,0,0,1108,12.983074,1,2011,6
94,207653,2940002100,2940000800,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,2607.196842,,44760,부여군,,44760,43,0,43.74556295,0,0,0,1403,15.95030149,2,2009,2
95,207653,2940002100,2940000800,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,2607.196842,,44760,부여군,,44760,43,1000,22.89986386,0,0,0,1403,15.60739315,2,2009,2
96,207653,2940002100,2940000800,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,2607.196842,,44760,부여군,,44760,43,2000,50.87952452,0,0,22,1403,15.55645741,2,2009,2
97,365238,2860272300,2860073200,2860073300,2,103,0,43,정안세종로,0,0,0,80,0,0,0,256.2498016,,44150,공주시,,44150,51,0,131.7161267,0,15,0,1375,11.14349603,2,2009,2
98,209326,2940002600,2940001900,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,4458.758288,,44760,부여군,,44760,43,0,177.3922513,0,0,0,1108,12.56798798,1,2011,6
99,209326,2940002600,2940001900,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,4458.758288,,44760,부여군,,44760,43,1000,150.5579189,0,0,0,1108,13.41066759,1,2011,6
100,209326,2940002600,2940001900,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,4458.758288,,44760,부여군,,44760,43,2000,216.175719,0,0,0,1108,14.34265549,1,2011,6
101,209326,2940002600,2940001900,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,4458.758288,,44760,부여군,,44760,43,3000,294.6676175,0,0,1,1108,14.82389036,1,2011,6
102,209326,2940002600,2940001900,2940000900,1,103,0,29,충절로,0,0,0,60,0,0,0,4458.758288,,44760,부여군,,44760,43,4000,249.9202608,0,0,22,1403,14.82644129,2,2009,2
103,365237,2860272100,2860073000,2860073200,2,103,4,43,정안세종로,0,0,0,80,0,0,0,1264.425008,,44150,공주시,,44150,51,0,143.6623686,0,6,1,1375,11.98305993,2,2009,2
104,365237,2860272100,2860073000,2860073200,2,103,4,43,정안세종로,0,0,0,80,0,0,0,1264.425008,,44150,공주시,,44150,51,1000,132.972657,0,9,0,1375,11.29372328,2,2009,2
105,365236,2860271800,2860073000,2860072900,2,103,0,43,정안세종로,0,0,0,80,0,0,0,242.9584675,,44150,공주시,,44150,51,0,323.6623195,0,6,1,1375,11.99066696,2,2009,2
106,365235,2860271700,2860072900,2860073000,2,103,0,43,정안세종로,0,0,0,80,0,0,0,242.9584675,,44150,공주시,,44150,51,0,143.662319,0,6,3,1375,12.17199603,2,2009,2
107,365234,2860271600,2860072900,2860072800,2,103,4,43,정안세종로,0,0,0,80,0,0,0,225.8415651,,44150,공주시,,44150,51,0,323.6623591,0,6,3,1375,12.17948505,2,2009,2
108,365211,2860189900,2860043000,2860017500,3,103,0,36,장기로,0,0,0,70,0,0,0,392.0221327,,44150,공주시,,44150,51,0,255.8802834,0,2,0,1375,2.518622756,2,2009,2
109,209313,2940009402,2940031900,2940003801,2,103,0,4,대백제로,0,0,0,80,0,0,0,405.8611419,,44760,부여군,,44760,43,0,208.1199355,0,13,0,1403,6.83185175,2,2009,2
110,93902,2890032402,2890014301,2890014300,1,103,0,38,명지1로,0,0,0,60,0,0,0,2705.967313,,44210,서산시,,44210,48,0,144.358207,0,2,1,1106,11.45213517,1,2007,6
111,93902,2890032402,2890014301,2890014300,1,103,0,38,명지1로,0,0,0,60,0,0,0,2705.967313,,44210,서산시,,44210,48,1000,143.9283777,0,8,2,1106,10.8411879,1,2007,6
112,93902,2890032402,2890014301,2890014300,1,103,0,38,명지1로,0,0,0,60,0,0,0,2705.967313,,44210,서산시,,44210,48,2000,83.41062619,0,14,1,1106,10.0697428,1,2007,6
113,209424,2940007401,2940003600,2940002901,1,103,0,29,충절로,0,0,0,60,0,0,0,1733.873922,,44760,부여군,,44760,43,0,119.7137125,0,0,0,1108,8.024403156,1,2011,6
114,209424,2940007401,2940003600,2940002901,1,103,0,29,충절로,0,0,0,60,0,0,0,1733.873922,,44760,부여군,,44760,43,1000,146.5709919,0,0,0,1108,8.758780149,1,2011,6
115,94268,2890135100,2890059800,2890013402,1,103,0,29,충의로,0,0,103,10,0,0,0,153.4703033,,44210,서산시,,44210,48,0,272.9380356,0,15,0,1106,8.867531515,1,2007,6
116,94267,2890135000,2890013402,2890059800,1,103,0,29,충의로,0,0,103,10,0,0,0,163.7109146,,44210,서산시,,44210,48,0,139.8885949,0,15,0,1106,8.94518717,1,2007,6
117,209438,2940007302,2940002901,2940003600,1,103,0,29,충절로,0,0,0,60,0,0,0,1747.993388,,44760,부여군,,44760,43,0,6.901164508,0,0,0,1108,9.440984588,1,2011,6
118,209438,2940007302,2940002901,2940003600,1,103,0,29,충절로,0,0,0,60,0,0,0,1747.993388,,44760,부여군,,44760,43,1000,346.7636916,0,0,0,1108,8.525239027,1,2011,6
119,210319,2940016200,2940007100,2940006900,1,103,3,40,성충로,0,0,0,60,0,0,0,75.55317189,,44760,부여군,,44760,43,0,169.9411294,0,7,0,1403,0.992195853,2,2009,2
120,94304,2890174600,2890067900,2890068000,1,103,0,29,충의로,0,0,103,30,0,0,0,334.8440471,,44210,서산시,,44210,48,0,8.32186099,0,1,4,1105,2.422640272,2,2005,4
121,210318,2940016100,2940006900,2940007100,1,103,3,40,성충로,0,0,0,60,0,0,0,75.53677419,,44760,부여군,,44760,43,0,349.8510789,0,8,0,1403,1.006710362,2,2009,2
122,94303,2890174500,2890067800,2890068000,1,103,0,29,충의로,0,0,103,40,0,0,0,99.17832635,,44210,서산시,,44210,48,0,84.78107203,0,1,0,1105,2.152354727,2,2005,4
123,210311,2940012704,2940015201,2940035400,2,103,0,4,대백제로,0,0,0,80,0,0,0,1573.882345,,44760,부여군,,44760,43,0,69.86096732,0,25,21,1403,3.13261972,2,2009,2
124,210311,2940012704,2940015201,2940035400,2,103,0,4,대백제로,0,0,0,80,0,0,0,1573.882345,,44760,부여군,,44760,43,1000,17.97313063,0,24,11,1403,2.50154928,2,2009,2
125,210299,2940014400,2940006900,2940006100,1,103,0,40,성충로,0,0,0,60,0,0,0,1275.673788,,44760,부여군,,44760,43,0,169.869493,0,8,0,1403,1.017877704,2,2009,2
126,210299,2940014400,2940006900,2940006100,1,103,0,40,성충로,0,0,0,60,0,0,0,1275.673788,,44760,부여군,,44760,43,1000,157.7242118,0,8,0,1403,1.722669389,2,2009,2
127,94315,2890178400,2890069900,2890069700,2,103,0,32,외곽순환로,0,0,0,80,5,0,0,1482.042462,,44210,서산시,,44210,48,0,329.9700424,0,2,0,1376,5.645235958,1,2001,2
128,94315,2890178400,2890069900,2890069700,2,103,0,32,외곽순환로,0,0,0,80,5,0,0,1482.042462,,44210,서산시,,44210,48,1000,323.2301046,0,3,0,1376,6.571123195,1,2001,2
129,210337,2940013300,2940005800,2940005900,1,103,0,40,성충로,0,0,0,30,0,0,0,986.0608196,,44760,부여군,,44760,43,0,105.4617653,0,8,9,1403,1.77243085,2,2009,2
130,365990,2860277200,2860039400,2860075400,2,103,0,43,정안세종로,0,0,0,80,0,0,0,332.6806394,,44150,공주시,,44150,51,0,312.3858315,0,10,0,1375,8.044341074,2,2009,2
131,209469,2940011301,2940005300,2940003701,1,103,0,29,충절로,0,0,0,60,0,0,0,240.5214212,,44760,부여군,,44760,43,0,202.1851239,0,0,0,1108,6.586438031,1,2011,6
132,209456,2940009100,2940003600,2940003700,1,103,0,29,충절로,0,1,0,60,0,0,0,305.6717245,,44760,부여군,,44760,43,0,299.6302673,0,0,0,1108,8.012776908,1,2011,6
133,210293,2940012803,2940035400,2940015201,2,103,0,4,대백제로,0,0,0,80,0,0,0,1565.118512,,44760,부여군,,44760,43,0,206.1569721,0,24,0,1403,2.093079421,2,2009,2
134,210293,2940012803,2940035400,2940015201,2,103,0,4,대백제로,0,0,0,80,0,0,0,1565.118512,,44760,부여군,,44760,43,1000,210.7622019,0,23,21,1403,2.801923174,2,2009,2
135,94296,2890178800,2890070100,2890070200,2,103,4,38,충의로,0,0,0,80,0,0,0,446.8098526,,44210,서산시,,44210,48,0,56.93340631,0,4,0,1106,6.71282436,1,2007,6
136,209515,2940012302,2940005300,2940062100,1,103,0,29,충절로,0,0,0,30,0,0,0,1817.82049,,44760,부여군,,44760,43,0,21.75517141,0,0,0,1108,6.584565848,1,2011,6
137,209515,2940012302,2940005300,2940062100,1,103,0,29,충절로,0,0,0,30,0,0,0,1817.82049,,44760,부여군,,44760,43,1000,29.96561475,0,0,1,1108,5.603355878,1,2011,6
138,209514,2940011401,2940003700,2940003701,1,103,0,29,충절로,0,0,0,60,0,0,0,2332.140493,,44760,부여군,,44760,43,0,335.0021584,0,0,0,1108,8.045880043,1,2011,6
139,209514,2940011401,2940003700,2940003701,1,103,0,29,충절로,0,0,0,60,0,0,0,2332.140493,,44760,부여군,,44760,43,1000,20.41842974,0,0,15,1108,7.189777992,1,2011,6
140,209514,2940011401,2940003700,2940003701,1,103,0,29,충절로,0,0,0,60,0,0,0,2332.140493,,44760,부여군,,44760,43,2000,316.6080673,0,0,0,1108,6.694312478,1,2011,6
141,209505,2940012402,2940062100,2940005300,1,103,0,29,충절로,0,0,0,30,0,0,0,1823.803713,,44760,부여군,,44760,43,0,212.5007272,0,1,1,1108,4.871007954,1,2011,6
